,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,NFLX,NFLX,NFLX,NFLX,NFLX,NFLX,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,BA,BA,BA,BA,BA,BA,DIS,DIS,DIS,DIS,DIS,DIS
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-28,129.6699981689453,131.02999877929688,125.87000274658203,126.04000091552734,125.33940887451172,85438400,86.9800033569336,88.04000091552734,85.94000244140625,86.0199966430664,86.0199966430664,19523200,82.80000305175781,83.4800033569336,81.69000244140625,81.81999969482422,81.81999969482422,58228600,236.88999938964844,239.72000122070312,234.1699981689453,234.52999877929688,232.46871948242188,17457100,110.3499984741211,116.2699966430664,108.23999786376953,112.70999908447266,112.70999908447266,221070500,281.9200134277344,285.19000244140625,273.4100036621094,276.8800048828125,276.8800048828125,5964400,139.27000427246094,142.6199951171875,138.83999633789062,140.36000061035156,140.29774475097656,35106600,189.32000732421875,191.32000732421875,187.42999267578125,188.3800048828125,188.3800048828125,4426300,86.08000183105469,86.69000244140625,84.06999969482422,84.16999816894531,83.89656829833984,12399500
2022-12-29,127.98999786376953,130.47999572753906,127.7300033569336,129.61000061035156,128.88958740234375,75703700,86.62000274658203,88.8499984741211,86.61000061035156,88.44999694824219,88.44999694824219,23333500,82.87000274658203,84.55000305175781,82.55000305175781,84.18000030517578,84.18000030517578,54995900,235.64999389648438,241.9199981689453,235.64999389648438,241.00999450683594,238.8917694091797,19770700,120.38999938964844,123.56999969482422,117.5,121.81999969482422,121.81999969482422,221923300,283.17999267578125,295.5,281.010009765625,291.1199951171875,291.1199951171875,9588500,144.02000427246094,146.8300018310547,142.27000427246094,146.02999877929688,145.96524047851562,35492300,189.0,190.25,186.19000244140625,188.91000366210938,188.91000366210938,4518900,85.25,88.23999786376953,84.97000122070312,87.18000030517578,86.89679718017578,13045100
2022-12-30,128.41000366210938,129.9499969482422,127.43000030517578,129.92999267578125,129.20777893066406,77034200,86.9800033569336,88.30000305175781,86.56999969482422,88.2300033569336,88.2300033569336,23986300,83.12000274658203,84.05000305175781,82.47000122070312,84.0,84.0,62401200,238.2100067138672,239.9600067138672,236.66000366210938,239.82000732421875,237.71221923828125,21938500,119.94999694824219,124.4800033569336,119.75,123.18000030517578,123.18000030517578,157777300,285.5299987792969,295.010009765625,283.2200012207031,294.8800048828125,294.8800048828125,7566900,143.33999633789062,146.2899932861328,142.3300018310547,146.13999938964844,146.07518005371094,31049000,187.5,190.64999389648438,187.0399932861328,190.49000549316406,190.49000549316406,4007400,85.7300033569336,87.12000274658203,85.2300033569336,86.87999725341797,86.59776306152344,23231000
2023-01-03,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,124.37480163574219,112117500,89.58999633789062,91.05000305175781,88.5199966430664,89.12000274658203,89.12000274658203,28131200,85.45999908447266,86.95999908447266,84.20999908447266,85.81999969482422,85.81999969482422,76706000,243.0800018310547,245.75,237.39999389648438,239.5800018310547,237.47433471679688,25740000,118.47000122070312,118.80000305175781,104.63999938964844,108.0999984741211,108.0999984741211,231402800,298.05999755859375,298.3900146484375,288.70001220703125,294.95001220703125,294.95001220703125,6764000,148.50999450683594,149.9600067138672,140.9600067138672,143.14999389648438,143.08651733398438,40127700,192.9499969482422,197.17999267578125,192.39999389648438,195.38999938964844,195.38999938964844,8624600,88.9800033569336,89.97000122070312,87.83000183105469,88.97000122070312,88.68098449707031,14997100
2023-01-04,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.65763854980469,89113600,90.3499984741211,90.6500015258789,87.2699966430664,88.08000183105469,88.08000183105469,34854800,86.55000305175781,86.9800033569336,83.36000061035156,85.13999938964844,85.13999938964844,68885100,232.27999877929688,232.8699951171875,225.9600067138672,229.10000610351562,227.08645629882812,50623400,109.11000061035156,114.58999633789062,107.5199966430664,113.63999938964844,113.63999938964844,180389000,298.239990234375,311.1400146484375,295.510009765625,309.4100036621094,309.4100036621094,9345100,145.6699981689453,148.52999877929688,142.41000366210938,147.49000549316406,147.4246063232422,43132400,195.17999267578125,203.75999450683594,195.17999267578125,203.63999938964844,203.63999938964844,9746900,90.0,92.75,89.36000061035156,91.9800033569336,91.68120574951172,14957200
2023-01-05,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,124.32508087158203,80962700,87.47000122070312,87.56999969482422,85.9000015258789,86.19999694824219,86.19999694824219,27194400,85.33000183105469,85.41999816894531,83.06999969482422,83.12000274658203,83.12000274658203,67930800,227.1999969482422,227.5500030517578,221.75999450683594,222.30999755859375,220.3561248779297,39585600,110.51000213623047,111.75,107.16000366210938,110.33999633789062,110.33999633789062,157986300,307.0,314.17999267578125,304.54998779296875,309.70001220703125,309.70001220703125,8328400,144.91000366210938,145.63999938964844,141.47999572753906,142.64999389648438,142.5867156982422,38916800,201.72000122070312,204.99000549316406,200.77999877929688,204.99000549316406,204.99000549316406,6913300,91.66000366210938,92.4800033569336,90.51000213623047,91.91999816894531,91.62139129638672,11622600
2023-01-06,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,128.89952087402344,87754700,86.79000091552734,87.69000244140625,84.86000061035156,87.33999633789062,87.33999633789062,41381500,83.02999877929688,86.4000015258789,81.43000030517578,86.08000183105469,86.08000183105469,83303400,223.0,225.75999450683594,219.35000610351562,224.92999267578125,222.9530792236328,43613600,103.0,114.38999938964844,101.80999755859375,113.05999755859375,113.05999755859375,220911100,311.57000732421875,316.7699890136719,303.69000244140625,315.54998779296875,315.54998779296875,8959800,144.74000549316406,150.10000610351562,140.33999633789062,148.58999633789062,148.5240936279297,40504400,205.3000030517578,213.0399932861328,203.5500030517578,213.0,213.0,11256400,92.66000366210938,94.69000244140625,91.31999969482422,93.91999816894531,93.61489868164062,9828100
2023-01-09,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,129.4265594482422,70790800,88.36000061035156,90.05000305175781,87.86000061035156,88.0199966430664,88.0199966430664,29003900,87.45999908447266,89.4800033569336,87.08000183105469,87.36000061035156,87.36000061035156,65266100,226.4499969482422,231.24000549316406,226.41000366210938,227.1199951171875,225.12384033203125,27369800,118.95999908447266,123.5199966430664,117.11000061035156,119.7699966430664,119.7699966430664,190284000,316.8299865722656,321.70001220703125,313.2200012207031,315.1700134277344,315.1700134277344,6766600,152.83999633789062,160.55999755859375,151.41000366210938,156.27999877929688,156.21067810058594,50423100,212.36000061035156,213.8800048828125,207.91000366210938,208.57000732421875,208.57000732421875,9005600,94.43000030517578,95.69999694824219,93.44999694824219,94.7699966430664,94.4621353149414,11675800
2023-01-10,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,130.0033416748047,63896200,85.9800033569336,88.66999816894531,85.83000183105469,88.41999816894531,88.41999816894531,30467800,87.56999969482422,90.19000244140625,87.29000091552734,89.87000274658203,89.87000274658203,67756600,227.75999450683594,231.30999755859375,227.3300018310547,228.85000610351562,226.83865356445312,27033900,121.06999969482422,122.76000213623047,114.91999816894531,118.8499984741211,118.8499984741211,167642500,311.07000732421875,329.3500061035156,311.07000732421875,327.5400085449219,327.5400085449219,13072300,155.07000732421875,159.6199951171875,154.72000122070312,159.08999633789062,159.01943969726562,38410100,203.89999389648438,209.60000610351562,203.4600067138672,206.69000244140625,206.69000244140625,8183200,94.27999877929688,95.63999938964844,93.81999969482422,95.55999755859375,95.24957275390625,6914600
2023-01-11,131.25,133.50999450683594,130.4600067138672,133.49000549316406,132.74801635742188,69458900,89.18000030517578,91.5999984741211,89.01000213623047,91.5199966430664,91.5199966430664,26862000,90.93000030517578,95.26000213623047,90.93000030517578,95.08999633789062,95.08999633789062,103126200,231.2899932861328,235.9499969482422,231.11000061035156,235.77000427246094,233.6978302001953,28669300,122.08999633789062,125.94999694824219,120.51000213623047,123.22000122070312,123.22000122070312,183810800,326.5,328.8800048828125,321.3500061035156,327.260009765625,327.260009765625,9579700,158.39999389648438,160.27999877929688,155.6300048828125,160.00999450683594,159.9390106201172,35328500,209.8699951171875,210.47000122070312,206.69000244140625,208.02999877929688,208.02999877929688,7190700,95.91999816894531,96.55000305175781,95.05000305175781,96.33000183105469,96.01707458496094,8757300
2023-01-12,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,132.66844177246094,71379600,91.4800033569336,91.87000274658203,89.75,91.12999725341797,91.12999725341797,30258100,96.93000030517578,97.19000244140625,93.5,95.2699966430664,95.2699966430664,85254800,235.25999450683594,239.89999389648438,233.55999755859375,238.50999450683594,236.4137420654297,27269500,122.55999755859375,124.12999725341797,117.0,123.55999755859375,123.55999755859375,169400900,332.5,332.95001220703125,323.1400146484375,330.1300048828125,330.1300048828125,10856200,161.0,166.3699951171875,154.9199981689453,165.11000061035156,165.0367889404297,55140900,209.5800018310547,214.9199981689453,207.3699951171875,214.32000732421875,214.32000732421875,8208100,98.5,100.62999725341797,97.56999969482422,99.80999755859375,99.48576354980469,19764300
2023-01-13,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,134.01092529296875,57809700,90.8499984741211,92.19000244140625,90.12999725341797,92.12000274658203,92.12000274658203,26329200,94.18000030517578,98.37000274658203,94.12000274658203,98.12000274658203,98.12000274658203,85549400,237.0,239.3699951171875,234.9199981689453,239.22999572753906,237.12741088867188,21333300,116.55000305175781,122.62999725341797,115.5999984741211,122.4000015258789,122.4000015258789,180714100,329.9700012207031,336.6499938964844,328.8900146484375,332.82000732421875,332.82000732421875,8286800,162.77999877929688,169.22000122070312,161.64999389648438,168.99000549316406,168.91505432128906,44728700,212.0,216.63999938964844,211.5800018310547,214.1300048828125,214.1300048828125,6213200,99.37999725341797,99.5999984741211,98.01000213623047,99.4000015258789,99.07710266113281,12230200
2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,135.18438720703125,63646600,92.05999755859375,92.25,90.05000305175781,91.29000091552734,91.29000091552734,32602400,98.68000030517578,98.88999938964844,95.7300033569336,96.05000305175781,96.05000305175781,72755000,237.97000122070312,240.91000366210938,237.08999633789062,240.35000610351562,238.23757934570312,29831300,125.69999694824219,131.6999969482422,125.0199966430664,131.49000549316406,131.49000549316406,186477000,331.0799865722656,332.5,323.6000061035156,326.2200012207031,326.2200012207031,9247000,168.99000549316406,177.27999877929688,168.99000549316406,177.02000427246094,176.94149780273438,51110200,212.7100067138672,213.33999633789062,209.07000732421875,211.41000366210938,211.41000366210938,6150700,100.31999969482422,100.98999786376953,99.0,99.91000366210938,99.58544158935547,14914200
2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,134.4584503173828,69672800,92.13999938964844,92.80000305175781,90.63999938964844,91.12000274658203,91.12000274658203,29116700,97.25,99.31999969482422,95.37999725341797,95.45999908447266,95.45999908447266,79570400,241.57000732421875,242.3800048828125,235.52000427246094,235.80999755859375,233.73745727539062,30028700,136.55999755859375,136.67999267578125,127.01000213623047,128.77999877929688,128.77999877929688,195680300,326.75,330.0799865722656,321.25,326.3299865722656,326.3299865722656,7814100,176.6699981689453,178.72999572753906,172.82000732421875,173.77000427246094,173.69293212890625,43962400,212.89999389648438,213.4199981689453,209.1999969482422,209.41000366210938,209.41000366210938,5403100,100.27999877929688,101.12999725341797,98.72000122070312,99.04000091552734,98.71826934814453,11384500
